fecha,price,market_cap,volume,id
2022-05-25,0.0002002219022238966,0.0,5738.572790941961,kaspa
2022-05-26,0.0002002219022238966,0.0,5738.572790941961,kaspa
2022-05-27,0.00018110937099363026,0.0,4899.445296332329,kaspa
2022-05-28,0.00020191117081138282,0.0,28229.11371605861,kaspa
2022-05-29,0.0002017900268829988,0.0,46359.60829883884,kaspa
2022-05-30,0.00017316337659944672,0.0,35552.800059036344,kaspa
2022-05-31,0.00018908443410710807,0.0,39812.64055855132,kaspa
2022-06-01,0.00018859818515215595,0.0,40149.57529112131,kaspa
2022-06-02,0.0001840236139698408,0.0,41425.10107894451,kaspa
2022-06-03,0.0004002476378226652,0.0,91798.61309076744,kaspa
2022-06-04,0.000589899688517051,0.0,145066.95787249063,kaspa
2022-06-05,0.0005572960860447138,0.0,153028.753025386,kaspa
2022-06-06,0.000499830135291257,0.0,109415.93078352204,kaspa
2022-06-07,0.0003999812038610339,0.0,93508.49853864225,kaspa
2022-06-08,0.00044047871104757987,0.0,97040.9457206138,kaspa
2022-06-09,0.0004995499498611726,0.0,118276.0778387446,kaspa
2022-06-10,0.0005583559843026899,0.0,144529.61766879473,kaspa
2022-06-11,0.0004912128130476121,0.0,120477.32256965933,kaspa
2022-06-12,0.0004838069323326232,0.0,102239.12968944611,kaspa
2022-06-13,0.0004328992932682846,0.0,88311.4557276827,kaspa
2022-06-14,0.0003880333545844682,0.0,89101.76238397938,kaspa
2022-06-15,0.00031350300377127363,0.0,76473.04609371023,kaspa
2022-06-16,0.0003901544702674084,0.0,83813.52002637167,kaspa
2022-06-17,0.0004205503238476964,0.0,90351.20231878645,kaspa
2022-06-18,0.0003568296258658761,0.0,84557.45930939371,kaspa
2022-06-19,0.00034035368592737127,0.0,70993.80803755783,kaspa
2022-06-20,0.0003167372702983396,0.0,69367.49680039509,kaspa
2022-06-21,0.00037156001047740784,0.0,86892.78997501983,kaspa
2022-06-22,0.00044807856585023226,0.0,108426.4768408916,kaspa
2022-06-23,0.0003654415714857687,0.0,83447.54321080924,kaspa
2022-06-24,0.00037253983942233667,0.0,75351.03397236447,kaspa
2022-06-25,0.00038356067583839726,0.0,84385.05489170855,kaspa
2022-06-26,0.00035201833609748524,0.0,74385.70846402366,kaspa
2022-06-27,0.00036761719823655585,0.0,81610.09550969758,kaspa
2022-06-28,0.0003542852710798399,0.0,79058.7077306609,kaspa
2022-06-29,0.00035467783837419447,0.0,73828.05482878782,kaspa
2022-06-30,0.0004145944450084407,0.0,96805.48379584061,kaspa
2022-07-01,0.00033191872918206933,0.0,69376.56804510641,kaspa
2022-07-02,0.0003349440063076582,0.0,75569.63269039418,kaspa
2022-07-03,0.0003076663660937021,0.0,64572.21651584914,kaspa
