fecha,price,market_cap,volume,id
2022-03-24,0.0035969582068047313,0.0,33417.59193943861,rollbit-coin
2022-03-25,0.0035969582068047313,0.0,33417.59193943861,rollbit-coin
2022-03-26,0.003575124597042241,0.0,14766.206442280198,rollbit-coin
2022-03-27,0.003677212403142773,0.0,31947.17860127909,rollbit-coin
2022-03-28,0.003877314739169522,0.0,33162.763622155515,rollbit-coin
2022-03-29,0.0036722682709474197,0.0,10463.93254091552,rollbit-coin
2022-03-30,0.0036922933218150288,0.0,4636.956396275652,rollbit-coin
2022-03-31,0.003984890524892648,0.0,92051.6570723896,rollbit-coin
2022-04-01,0.0037567719492174355,0.0,76862.7088489524,rollbit-coin
2022-04-02,0.0035294688080226926,0.0,50477.91938959797,rollbit-coin
2022-04-03,0.002939639996319034,0.0,45341.95203259946,rollbit-coin
2022-04-04,0.0027621065349594104,0.0,32994.161727565144,rollbit-coin
2022-04-05,0.0026306470843808385,0.0,42072.01729876801,rollbit-coin
2022-04-06,0.002509347542848976,0.0,17679.615239990875,rollbit-coin
2022-04-07,0.002680025837512643,0.0,5791.590550396914,rollbit-coin
2022-04-08,0.002613985079340432,0.0,22712.890404073307,rollbit-coin
2022-04-09,0.0026862487770163896,0.0,6162.646567677403,rollbit-coin
2022-04-10,0.002696605068918039,0.0,11026.591254400118,rollbit-coin
2022-04-11,0.002685569071802962,0.0,27296.19692162281,rollbit-coin
2022-04-12,0.0023824209122684796,0.0,37624.03342398192,rollbit-coin
2022-04-13,0.0024332820471250397,0.0,17766.126229119734,rollbit-coin
2022-04-14,0.002586720471889857,0.0,17689.1455224932,rollbit-coin
2022-04-15,0.0025697839252866793,0.0,7190.561724865082,rollbit-coin
2022-04-16,0.0025348531200438803,0.0,28901.0466625874,rollbit-coin
2022-04-17,0.002726252851658881,0.0,20642.095540888695,rollbit-coin
2022-04-18,0.0026052183042620555,0.0,11406.17735129714,rollbit-coin
2022-04-19,0.002903004165613072,0.0,21672.048627847875,rollbit-coin
2022-04-20,0.003032511055723782,0.0,54970.81421776602,rollbit-coin
2022-04-21,0.0029319722814200003,0.0,25821.389522704005,rollbit-coin
2022-04-22,0.003107756556351877,0.0,36486.27979450258,rollbit-coin
2022-04-23,0.0032183861505781066,0.0,2103.7840804286134,rollbit-coin
2022-04-24,0.003368705796481624,0.0,3971.0615518730337,rollbit-coin
2022-04-25,0.0037061655931443097,0.0,11359.291354770923,rollbit-coin
2022-04-26,0.0035631149467769806,0.0,13015.486225536959,rollbit-coin
2022-04-27,0.003662725252100132,0.0,4788.567474023963,rollbit-coin
2022-04-28,0.003303234762084931,0.0,25973.6609693101,rollbit-coin
2022-04-29,0.0036397218617217455,0.0,17782.8600918632,rollbit-coin
2022-04-30,0.0035072902656927605,0.0,19856.49013961251,rollbit-coin
2022-05-01,0.002956550758049724,0.0,17421.521447666742,rollbit-coin
2022-05-02,0.003479662965970389,0.0,5529.597782023459,rollbit-coin
2022-05-03,0.0033527596767116237,0.0,45116.011683482466,rollbit-coin
2022-05-04,0.0032158013646602147,0.0,21199.112033113346,rollbit-coin
2022-05-05,0.0030416926355933114,0.0,47103.95152134768,rollbit-coin
2022-05-06,0.002938264950456415,0.0,21519.06086151432,rollbit-coin
2022-05-07,0.0025645073788984067,0.0,25629.04235750606,rollbit-coin
2022-05-08,0.002625857008547695,0.0,15593.032487111714,rollbit-coin
2022-05-09,0.0026681800542494344,0.0,16275.687514110858,rollbit-coin
2022-05-10,0.0025105686014077716,0.0,13400.71052053689,rollbit-coin
2022-05-11,0.002784862314045708,0.0,14973.073229522885,rollbit-coin
